GameID,RoundNum,Team1Bid,Team2Bid,Team1Tricks,Team2Tricks,Team1RoundPoints,Team2RoundPoints,Team1Bags,Team2Bags,Team1FinalScore,Team2FinalScore
155,54,3,3,5,8,32,-65,8,1,388,281
155,55,3,3,7,6,-66,33,2,4,322,314
155,56,2,5,4,9,22,54,4,8,344,368
155,57,3,4,8,5,35,41,9,9,379,409
155,58,3,3,6,7,-67,-66,2,3,312,343
155,59,4,3,5,8,41,35,3,8,353,378
155,60,4,3,9,4,45,31,8,9,398,409
155,61,2,5,4,9,-78,-46,0,3,320,363
155,62,2,5,4,9,22,54,2,7,342,417
155,63,3,4,7,6,34,42,6,9,376,459
155,64,3,3,6,7,33,-66,9,3,409,393
155,65,4,3,8,5,-56,32,3,5,353,425
155,66,4,2,8,5,44,23,7,8,397,448
155,67,2,4,6,7,-76,-57,1,1,321,391
155,68,3,4,9,4,36,40,7,1,357,431
155,69,3,4,5,8,32,44,9,5,389,475
155,70,2,5,3,10,-79,-45,0,0,310,430
155,71,6,2,9,4,63,22,3,2,373,452
155,72,3,4,5,8,32,44,5,6,405,496
155,73,2,4,4,9,22,-55,7,1,427,441
155,74,4,2,9,4,-55,22,2,3,372,463
155,75,5,2,8,5,53,23,5,6,425,486
155,76,3,4,5,8,32,-56,7,0,457,430
155,77,4,3,8,5,-56,32,1,2,401,462
155,78,2,4,2,11,20,47,1,9,421,509
156,1,5,2,9,4,54,22,4,2,54,22
156,2,3,3,7,6,34,33,8,5,88,55
156,3,4,3,6,7,-58,34,0,9,30,89
156,4,3,3,8,5,35,-68,5,1,65,21
156,5,3,4,6,7,33,43,8,4,98,64
156,6,3,3,6,7,-67,34,1,8,31,98
156,7,3,4,5,8,32,-56,3,2,63,42
156,8,4,3,9,4,45,31,8,3,108,73
156,9,3,3,7,6,-66,33,2,6,42,106
156,10,3,3,4,9,31,-64,3,2,73,42
156,11,3,4,6,7,33,43,6,5,106,85
156,12,2,5,4,9,22,54,8,9,128,139
156,13,4,2,7,6,-57,-76,1,3,71,63
156,14,3,3,7,6,34,33,5,6,105,96
156,15,2,4,3,10,21,-54,6,2,126,42
156,16,3,3,4,9,31,36,7,8,157,78
156,17,2,4,7,6,-75,-58,2,0,82,20
156,18,4,2,8,5,44,23,6,3,126,43
156,19,4,3,9,4,-55,31,1,4,71,74
156,20,4,3,8,5,44,32,5,6,115,106
156,21,2,5,4,9,22,-46,7,0,137,60
156,22,4,3,6,7,42,34,9,4,179,94
156,23,3,4,5,8,-68,44,1,8,111,138
156,24,2,5,5,8,23,-47,4,1,134,91
156,25,2,4,3,10,21,46,5,7,155,137
156,26,4,3,8,5,44,32,9,9,199,169
156,27,4,3,8,5,-56,-68,3,1,143,101
156,28,3,3,10,3,-63,30,0,1,80,131
156,29,4,2,7,6,43,24,3,5,123,155
156,30,5,2,9,4,54,22,7,7,177,177
156,31,4,4,5,8,41,-56,8,1,218,121
156,32,2,4,6,7,-76,43,2,4,142,164
156,33,3,3,7,6,34,33,6,7,176,197
156,34,5,2,7,6,52,-76,8,1,228,121
156,35,5,2,8,5,-47,23,1,4,181,144
156,36,3,4,4,9,31,45,2,9,212,189
156,37,3,3,5,8,32,-65,4,4,244,124
156,38,3,3,5,8,32,35,6,9,276,159
156,39,3,4,5,8,32,-56,8,3,308,103
156,40,3,3,6,7,-67,34,1,7,241,137
156,41,4,2,4,9,40,-73,1,4,281,64
156,42,4,3,7,6,43,33,4,7,324,97
156,43,3,5,5,8,32,-47,6,0,356,50
156,44,4,3,9,4,-55,31,1,1,301,81
156,45,4,3,9,4,45,31,6,2,346,112
156,46,3,4,6,7,33,43,9,5,379,155
156,47,4,3,9,4,-55,31,4,6,324,186
156,48,4,2,9,4,45,22,9,8,369,208
156,49,4,3,7,6,-57,-67,2,1,312,141
156,50,3,3,8,5,35,32,7,3,347,173
156,51,2,5,4,9,22,54,9,7,369,227
156,52,3,4,6,7,-67,-57,2,0,302,170
156,53,5,2,9,4,54,22,6,2,356,192
156,54,4,3,4,9,40,36,6,8,396,228
156,55,2,4,6,7,-76,-57,0,1,320,171
156,56,3,3,5,8,32,35,2,6,352,206
156,57,4,3,9,4,45,31,7,7,397,237
156,58,4,2,10,3,-54,21,3,8,343,258
156,59,3,3,6,7,33,-66,6,2,376,192
156,60,6,2,11,2,-35,20,1,2,341,212
156,61,4,2,7,6,43,24,4,6,384,236
156,62,3,4,7,6,34,42,8,8,418,278
156,63,3,3,7,6,-66,-67,2,1,352,211
156,64,4,3,9,4,45,31,7,2,397,242
156,65,4,4,9,4,-55,40,2,2,342,282
156,66,4,3,9,4,45,31,7,3,387,313
156,67,4,3,5,8,41,35,8,8,428,348
156,68,2,4,7,6,-75,-58,3,0,353,290
156,69,4,2,7,6,43,24,6,4,396,314
156,70,3,4,4,9,31,45,7,9,427,359
156,71,2,6,3,10,21,-36,8,3,448,323
156,72,3,4,9,4,-64,40,4,3,384,363
156,73,4,3,7,6,43,33,7,6,427,396
156,74,5,2,11,2,-44,20,3,6,383,416
156,75,3,3,4,9,31,-64,4,2,414,352
156,76,5,2,7,6,52,24,6,6,466,376
156,77,4,3,6,7,42,-66,8,0,508,310
157,1,3,3,6,7,33,34,3,4,33,34
157,2,4,3,5,8,41,35,4,9,74,69
157,3,3,4,5,8,32,-56,6,3,106,13
157,4,3,4,5,8,32,44,8,7,138,57
157,5,2,5,4,9,-78,-46,0,1,60,11
157,6,3,3,5,8,32,35,2,6,92,46
157,7,2,4,4,9,22,-55,4,1,114,-9
157,8,3,3,8,5,35,32,9,3,149,23
157,9,4,2,9,4,-55,22,4,5,94,45
157,10,3,4,4,9,31,-55,5,0,125,-10
157,11,3,4,5,8,32,44,7,4,157,34
157,12,3,4,5,8,32,44,9,8,189,78
157,13,3,4,4,9,-69,-55,0,3,120,23
157,14,4,2,9,4,45,22,5,5,165,45
157,15,2,4,5,8,23,44,8,9,188,89
157,16,5,2,10,3,-45,-79,3,0,143,10
157,17,3,3,7,6,34,33,7,3,177,43
157,18,5,2,8,5,-47,23,0,6,130,66
157,19,3,3,4,9,31,-64,1,2,161,2
157,20,2,6,4,9,22,63,3,5,183,65
157,21,2,4,5,8,23,44,6,9,206,109
157,22,2,4,7,6,-75,-58,1,1,131,51
157,23,4,3,4,9,40,36,1,7,171,87
157,24,3,4,5,8,32,-56,3,1,203,31
157,25,4,2,7,6,43,24,6,5,246,55
157,26,3,3,4,9,31,-64,7,1,277,-9
157,27,2,4,6,7,-76,43,1,4,201,34
157,28,3,4,6,7,33,43,4,7,234,77
157,29,3,3,7,6,34,-67,8,0,268,10
157,30,2,4,2,11,20,47,8,7,288,57
157,31,2,5,6,7,-76,52,2,9,212,109
157,32,2,5,5,8,23,-47,5,2,235,62
157,33,5,3,8,5,53,32,8,4,288,94
157,34,4,2,7,6,-57,24,1,8,231,118
157,35,3,3,4,9,31,-64,2,4,262,54
157,36,3,3,6,7,33,34,5,8,295,88
157,37,2,4,7,6,-75,-58,0,0,220,30
157,38,3,4,6,7,33,43,3,3,253,73
157,39,5,2,9,4,54,22,7,5,307,95
157,40,4,3,9,4,-55,31,2,6,252,126
157,41,4,3,8,5,44,32,6,8,296,158
157,42,4,3,8,5,-56,-68,0,0,240,90
157,43,6,2,8,5,62,23,2,3,302,113
157,44,4,3,7,6,43,33,5,6,345,146
157,45,5,2,9,4,54,22,9,8,399,168
157,46,3,4,6,7,-67,-57,2,1,332,111
157,47,2,4,7,6,25,42,7,3,357,153
157,48,2,4,2,11,20,-53,7,0,377,100
157,49,4,2,7,6,-57,24,0,4,320,124
157,50,5,2,10,3,55,21,5,5,375,145
157,51,4,2,6,7,42,-75,7,0,417,70
157,52,3,3,5,8,32,35,9,5,449,105
157,53,5,2,9,4,-46,22,3,7,403,127
157,54,2,5,3,10,21,-45,4,2,424,82
157,55,2,4,4,9,22,45,6,7,446,127
157,56,3,3,10,3,-63,30,3,7,383,157
157,57,4,3,8,5,44,32,7,9,427,189
157,58,3,4,8,5,-65,-59,2,0,362,130
157,59,4,3,7,6,43,33,5,3,405,163
157,60,2,5,3,10,21,55,6,8,426,218
157,61,5,2,11,2,-44,20,2,8,382,238
157,62,2,4,6,7,24,-57,6,1,406,181
157,63,4,3,6,7,42,34,8,5,448,215
157,64,4,3,9,4,-55,31,3,6,393,246
157,65,4,3,10,3,46,30,9,6,439,276
157,66,3,3,6,7,-67,-66,2,0,372,210
157,67,4,3,7,6,43,33,5,3,415,243
157,68,5,2,8,5,53,23,8,6,468,266
157,69,4,3,6,7,-58,-66,0,0,410,200
157,70,4,3,8,5,44,32,4,2,454,232
157,71,3,3,9,4,-64,31,0,3,390,263
157,72,5,2,10,3,55,21,5,4,445,284
157,73,4,2,8,5,44,23,9,7,489,307
157,74,3,3,7,6,-66,-67,3,0,423,240
157,75,3,4,4,9,31,45,4,5,454,285
157,76,3,4,7,6,34,42,8,7,488,327
157,77,3,4,5,8,-68,-56,0,1,420,271
157,78,3,3,5,8,32,35,2,6,452,306
157,79,2,4,7,6,25,42,7,8,477,348
157,80,2,4,5,8,-77,-56,0,2,400,292
157,81,3,4,5,8,32,44,2,6,432,336
157,82,3,3,5,8,32,-65,4,1,464,271
157,83,4,2,9,4,45,22,9,3,509,293
158,1,3,4,5,8,32,44,2,4,32,44
158,2,3,3,6,7,33,34,5,8,65,78
158,3,4,2,6,7,42,-75,7,3,107,3
158,4,3,3,8,5,-65,32,2,5,42,35
158,5,2,4,5,8,23,44,5,9,65,79
158,6,3,4,7,6,34,-58,9,1,99,21
158,7,4,2,9,4,-55,22,4,3,44,43
158,8,4,2,6,7,42,25,6,8,86,68
158,9,3,3,9,4,-64,31,2,9,22,99
158,10,2,5,5,8,23,-47,5,2,45,52
158,11,5,2,11,2,-44,20,1,2,1,72
158,12,3,3,5,8,32,35,3,7,33,107
158,13,3,3,6,7,33,-66,6,1,66,41
158,14,4,2,6,7,42,25,8,6,108,66
158,15,4,3,7,6,-57,33,1,9,51,99
158,16,2,4,4,9,22,-55,3,4,73,44
158,17,5,2,10,3,55,21,8,5,128,65
158,18,3,3,5,8,-68,-65,0,0,60,0
158,19,3,3,5,8,32,35,2,5,92,35
158,20,3,4,6,7,33,43,5,8,125,78
158,21,4,3,7,6,43,-67,8,1,168,11
158,22,2,5,4,9,-78,54,0,5,90,65
158,23,4,3,7,6,43,33,3,8,133,98
158,24,4,3,7,6,43,-67,6,1,176,31
158,25,3,4,8,5,-65,41,1,2,111,72
158,26,4,3,6,7,42,34,3,6,153,106
158,27,4,2,9,4,45,22,8,8,198,128
158,28,2,5,3,10,21,-45,9,3,219,83
158,29,2,4,8,5,-74,41,5,4,145,124
158,30,3,4,4,9,31,45,6,9,176,169
158,31,2,5,5,8,23,-47,9,2,199,122
158,32,4,3,9,4,-55,31,4,3,144,153
158,33,4,3,7,6,43,33,7,6,187,186
158,34,4,3,7,6,-57,33,0,9,130,219
158,35,5,2,8,5,53,-77,3,2,183,142
158,36,2,4,7,6,25,42,8,4,208,184
158,37,5,2,8,5,-47,23,1,7,161,207
158,38,4,2,7,6,43,-76,4,1,204,131
158,39,3,3,6,7,33,34,7,5,237,165
158,40,4,2,8,5,-56,23,1,8,181,188
158,41,5,2,8,5,53,-77,4,1,234,111
158,42,4,3,8,5,44,32,8,3,278,143
158,43,3,3,9,4,-64,31,4,4,214,174
158,44,3,3,8,5,35,32,9,6,249,206
158,45,3,4,6,7,-67,43,2,9,182,249
158,46,3,4,7,6,34,-58,6,1,216,191
158,47,4,2,9,4,-55,22,1,3,161,213
158,48,3,4,6,7,33,43,4,6,194,256
158,49,3,4,6,7,33,43,7,9,227,299
158,50,3,3,6,7,-67,-66,0,3,160,233
158,51,5,2,7,6,52,24,2,7,212,257
158,52,3,4,6,7,33,-57,5,0,245,200
158,53,3,3,5,8,32,35,7,5,277,235
158,54,4,3,8,5,-56,32,1,7,221,267
158,55,5,2,11,2,56,20,7,7,277,287
158,56,2,4,4,9,22,-55,9,2,299,232
158,57,2,4,5,8,-77,44,2,6,222,276
158,58,4,3,9,4,45,31,7,7,267,307
158,59,4,2,8,5,-56,-77,1,0,211,230
158,60,4,2,9,4,45,22,6,2,256,252
158,61,4,3,9,4,-55,31,1,3,201,283
158,62,2,4,3,10,21,46,2,9,222,329
158,63,4,2,8,5,44,-77,6,2,266,252
158,64,4,3,9,4,-55,31,1,3,211,283
158,65,5,2,10,3,55,21,6,4,266,304
158,66,3,3,9,4,-64,31,2,5,202,335
158,67,3,4,5,8,32,44,4,9,234,379
158,68,5,2,9,4,54,-78,8,1,288,301
158,69,2,4,4,9,-78,45,0,6,210,346
158,70,3,3,6,7,33,-66,3,0,243,280
158,71,2,5,6,7,24,52,7,2,267,332
158,72,2,5,4,9,22,54,9,6,289,386
158,73,3,4,6,7,-67,43,2,9,222,429
158,74,3,3,8,5,35,-68,7,1,257,361
158,75,3,4,6,7,-67,43,0,4,190,404
158,76,3,3,7,6,34,33,4,7,224,437
158,77,5,2,8,5,53,-77,7,0,277,360
158,78,4,2,10,3,-54,21,3,1,223,381
158,79,5,2,10,3,55,21,8,2,278,402
158,80,2,6,3,10,21,64,9,6,299,466
158,81,4,2,8,5,-56,23,3,9,243,489
158,82,4,3,9,4,45,-69,8,0,288,420
158,83,2,4,4,9,-78,45,0,5,210,465
158,84,3,4,7,6,34,42,4,7,244,507
159,1,3,3,8,5,35,32,5,2,35,32
159,2,4,3,9,4,-55,31,0,3,-20,63
159,3,2,4,5,8,23,44,3,7,3,107
159,4,2,4,6,7,24,-57,7,0,27,50
159,5,3,4,5,8,32,44,9,4,59,94
159,6,4,4,7,6,-57,42,2,6,2,136
159,7,5,2,8,5,53,23,5,9,55,159
159,8,4,2,9,4,-55,-78,0,1,0,81
159,9,4,2,6,7,42,25,2,6,42,106
159,10,3,3,6,7,33,-66,5,0,75,40
159,11,2,5,3,10,21,55,6,5,96,95
159,12,2,4,4,9,22,-55,8,0,118,40
159,13,5,2,10,3,-45,21,3,1,73,61
159,14,2,4,6,7,24,43,7,4,97,104
159,15,3,4,8,5,-65,41,2,5,32,145
159,16,3,5,5,8,32,53,4,8,64,198
159,17,3,4,6,7,33,-57,7,1,97,141
159,18,4,3,7,6,-57,33,0,4,40,174
159,19,3,3,6,7,33,34,3,8,73,208
159,20,2,4,7,6,25,-58,8,0,98,150
159,21,4,2,11,2,-53,20,5,0,45,170
159,22,4,2,6,7,42,25,7,5,87,195
159,23,5,2,8,5,-47,23,0,8,40,218
159,24,4,3,9,4,45,31,5,9,85,249
159,25,6,2,10,3,64,-79,9,0,149,170
159,26,4,3,7,6,-57,33,2,3,92,203
159,27,5,3,9,4,54,31,6,4,146,234
159,28,2,4,4,9,22,45,8,9,168,279
159,29,2,4,5,8,-77,-56,1,3,91,223
159,30,2,5,6,7,24,52,5,5,115,275
159,31,5,2,11,2,-44,20,1,5,71,295
159,32,4,3,10,3,46,30,7,5,117,325
159,33,4,3,7,6,-57,33,0,8,60,358
159,34,2,4,8,5,26,41,6,9,86,399
159,35,2,5,3,10,21,-45,7,4,107,354
159,36,3,3,5,8,32,35,9,9,139,389
159,37,2,5,5,8,-77,-47,2,2,62,342
159,38,2,4,7,6,25,42,7,4,87,384
159,39,4,3,8,5,-56,32,1,6,31,416
159,40,4,3,9,4,45,31,6,7,76,447
159,41,5,2,10,3,-45,21,1,8,31,468
159,42,3,4,6,7,33,-57,4,1,64,411
159,43,4,2,6,7,42,25,6,6,106,436
159,44,4,3,5,8,41,-65,7,1,147,371
159,45,3,3,8,5,-65,32,2,3,82,403
159,46,5,2,8,5,53,23,5,6,135,426
159,47,4,3,9,4,-55,31,0,7,80,457
159,48,2,5,5,8,23,-47,3,0,103,410
159,49,4,2,8,5,44,23,7,3,147,433
159,50,2,4,4,9,22,45,9,8,169,478
159,51,3,3,5,8,-68,-65,1,3,101,413
159,52,3,3,9,4,36,31,7,4,137,444
159,53,2,4,4,9,22,45,9,9,159,489
159,54,5,3,9,4,-46,-69,3,0,113,420
159,55,2,4,5,8,23,44,6,4,136,464
159,56,4,2,6,7,42,25,8,9,178,489
159,57,3,4,4,9,31,-55,9,4,209,434
159,58,2,4,4,9,-78,45,1,9,131,479
159,59,3,4,7,6,34,-58,5,1,165,421
159,60,2,4,4,9,22,45,7,6,187,466
159,61,5,2,9,4,-46,22,1,8,141,488
159,62,5,2,9,4,54,-78,5,0,195,410
159,63,6,2,10,3,64,21,9,1,259,431
159,64,4,3,9,4,-55,31,4,2,204,462
159,65,4,2,8,5,44,23,8,5,248,485
159,66,2,4,6,7,-76,43,2,8,172,528
160,1,3,4,7,6,34,42,4,2,34,42
160,2,4,3,7,6,43,33,7,5,77,75
160,3,3,4,6,7,-67,43,0,8,10,118
160,4,5,2,8,5,53,-77,3,1,63,41
160,5,4,3,8,5,44,32,7,3,107,73
160,6,3,3,5,8,32,35,9,8,139,108
160,7,2,5,3,10,-79,-45,0,3,60,63
160,8,2,5,6,7,24,52,4,5,84,115
160,9,4,3,7,6,43,33,7,8,127,148
160,10,2,4,5,8,-77,-56,0,2,50,92
160,11,3,4,5,8,32,44,2,6,82,136
160,12,4,3,7,6,43,33,5,9,125,169
160,13,2,4,5,8,23,-56,8,3,148,113
160,14,4,2,7,6,-57,24,1,7,91,137
160,15,3,3,7,6,34,-67,5,0,125,70
160,16,3,3,6,7,33,34,8,4,158,104
160,17,4,3,6,7,-58,34,0,8,100,138
160,18,4,3,6,7,42,-66,2,2,142,72
160,19,2,6,5,8,23,62,5,4,165,134
160,20,4,2,8,5,44,23,9,7,209,157
160,21,3,5,4,9,-69,-46,0,1,140,111
160,22,3,4,4,9,31,45,1,6,171,156
160,23,3,3,8,5,35,32,6,8,206,188
160,24,3,4,4,9,31,-55,7,3,237,133
160,25,3,3,6,7,-67,34,0,7,170,167
160,26,5,2,10,3,55,21,5,8,225,188
160,27,5,2,8,5,53,-77,8,1,278,111
160,28,3,4,6,7,-67,43,1,4,211,154
160,29,3,4,6,7,33,43,4,7,244,197
160,30,3,4,7,6,34,42,8,9,278,239
160,31,2,5,5,8,-77,-47,1,2,201,192
160,32,4,2,10,3,46,21,7,3,247,213
160,33,3,4,5,8,32,44,9,7,279,257
160,34,4,4,8,5,-56,41,3,8,223,298
160,35,4,3,5,8,41,-65,4,3,264,233
160,36,3,3,7,6,34,33,8,6,298,266
160,37,4,3,9,4,-55,31,3,7,243,297
160,38,3,3,4,9,31,-64,4,3,274,233
160,39,2,5,4,9,22,54,6,7,296,287
160,40,3,4,4,9,31,-55,7,2,327,232
160,41,4,2,9,4,-55,22,2,4,272,254
160,42,3,4,5,8,32,44,4,8,304,298
160,43,3,3,8,5,35,-68,9,0,339,230
160,44,3,5,7,6,-66,51,3,1,273,281
160,45,3,3,5,8,32,35,5,6,305,316
160,46,3,3,8,5,-65,32,0,8,240,348
160,47,3,4,7,6,34,-58,4,0,274,290
160,48,5,2,9,4,54,22,8,2,328,312
160,49,3,4,4,9,31,45,9,7,359,357
160,50,5,2,10,3,-45,21,4,8,314,378
160,51,4,3,7,6,43,-67,7,1,357,311
160,52,3,3,5,8,32,35,9,6,389,346
160,53,4,4,6,7,-58,43,1,9,331,389
160,54,3,3,5,8,32,-65,3,4,363,324
160,55,2,4,4,9,22,45,5,9,385,369
160,56,3,3,7,6,34,-67,9,2,419,302
160,57,3,3,6,7,-67,34,2,6,352,336
160,58,3,4,7,6,34,42,6,8,386,378
160,59,2,4,5,8,23,-56,9,2,409,322
160,60,4,3,5,8,-59,35,0,7,350,357
160,61,3,3,7,6,34,-67,4,0,384,290
160,62,3,3,7,6,34,33,8,3,418,323
160,63,4,3,7,6,-57,33,1,6,361,356
160,64,3,3,10,3,37,30,8,6,398,386
160,65,3,4,6,7,-67,43,1,9,331,429
160,66,3,4,9,4,36,40,7,9,367,469
160,67,3,3,7,6,-66,-67,1,2,301,402
160,68,5,2,7,6,52,24,3,6,353,426
160,69,3,4,7,6,34,42,7,8,387,468
160,70,5,2,8,5,-47,-77,0,1,340,391
160,71,2,5,3,10,21,55,1,6,361,446
160,72,5,2,9,4,54,22,5,8,415,468
160,73,4,3,9,4,-55,31,0,9,360,499
160,74,2,5,4,9,22,-46,2,3,382,453
160,75,3,4,5,8,32,44,4,7,414,497
160,76,3,3,9,4,-64,31,0,8,350,528
161,1,3,4,7,6,34,42,4,2,34,42
161,2,2,4,7,6,25,42,9,4,59,84
161,3,3,3,7,6,-66,33,3,7,-7,117
161,4,4,3,8,5,44,32,7,9,37,149
161,5,3,4,6,7,-67,-57,0,2,-30,92
161,6,2,4,4,9,22,45,2,7,-8,137
161,7,3,3,8,5,35,32,7,9,27,169
161,8,4,2,7,6,-57,-76,0,3,-30,93
161,9,4,2,10,3,46,21,6,4,16,114
161,10,2,5,3,10,21,55,7,9,37,169
161,11,6,2,10,3,-36,-79,1,0,1,90
161,12,4,3,6,7,42,34,3,4,43,124
161,13,3,4,5,8,32,44,5,8,75,168
161,14,4,3,7,6,43,-67,8,1,118,101
161,15,3,4,7,6,-66,42,2,3,52,143
161,16,4,3,5,8,41,35,3,8,93,178
161,17,4,3,8,5,44,-68,7,0,137,110
161,18,4,2,10,3,-54,21,3,1,83,131
161,19,4,2,9,4,45,22,8,3,128,153
161,20,3,4,4,9,31,45,9,8,159,198
161,21,3,5,7,6,-66,51,3,9,93,249
161,22,3,3,4,9,31,-64,4,5,124,185
161,23,3,4,6,7,33,43,7,8,157,228
161,24,3,3,5,8,32,-65,9,3,189,163
161,25,4,3,6,7,-58,34,1,7,131,197
161,26,2,5,4,9,22,-46,3,1,153,151
161,27,3,4,7,6,34,42,7,3,187,193
161,28,3,4,3,10,30,46,7,9,217,239
161,29,3,4,4,9,31,-55,8,4,248,184
161,30,4,2,9,4,-55,22,3,6,193,206
161,31,4,3,9,4,45,31,8,7,238,237
161,32,2,4,6,7,-76,-57,2,0,162,180
161,33,4,2,9,4,45,22,7,2,207,202
161,34,4,2,4,9,40,27,7,9,247,229
161,35,4,3,9,4,-55,-69,2,0,192,160
161,36,4,3,6,7,42,34,4,4,234,194
161,37,3,3,6,7,33,34,7,8,267,228
161,38,2,5,5,8,-77,-47,0,1,190,181
161,39,3,4,6,7,33,43,3,4,223,224
161,40,2,5,3,10,21,55,4,9,244,279
161,41,3,4,4,9,31,-55,5,4,275,224
161,42,2,4,7,6,-75,42,0,6,200,266
161,43,4,2,10,3,46,21,6,7,246,287
161,44,4,2,8,5,-56,-77,0,0,190,210
161,45,3,3,5,8,32,35,2,5,222,245
161,46,3,3,5,8,32,-65,4,0,254,180
161,47,2,5,3,10,21,55,5,5,275,235
161,48,2,4,3,10,21,-54,6,1,296,181
161,49,2,5,6,7,-76,52,0,3,220,233
161,50,5,2,9,4,54,22,4,5,274,255
161,51,2,4,6,7,24,43,8,8,298,298
161,52,2,4,6,7,-76,-57,2,1,222,241
161,53,4,2,9,4,45,22,7,3,267,263
161,54,4,2,9,4,-55,22,2,5,212,285
161,55,4,3,9,4,45,31,7,6,257,316
161,56,4,2,8,5,-56,23,1,9,201,339
161,57,3,3,5,8,32,-65,3,4,233,274
161,58,4,2,9,4,45,22,8,6,278,296
161,59,4,4,8,5,-56,41,2,7,222,337
161,60,3,3,8,5,35,32,7,9,257,369
161,61,2,4,6,7,-76,-57,1,2,181,312
161,62,3,4,6,7,33,43,4,5,214,355
161,63,4,3,7,6,43,33,7,8,257,388
161,64,2,5,2,11,20,-44,7,4,277,344
161,65,4,3,8,5,-56,32,1,6,221,376
161,66,4,3,7,6,43,33,4,9,264,409
161,67,4,4,8,5,44,-59,8,0,308,350
161,68,3,4,3,10,30,46,8,6,338,396
161,69,2,4,2,11,20,-53,8,3,358,343
161,70,2,4,5,8,-77,44,1,7,281,387
161,71,3,3,3,10,30,-63,1,4,311,324
161,72,2,4,2,11,20,-53,1,1,331,271
161,73,3,3,8,5,35,32,6,3,366,303
161,74,2,4,4,9,22,45,8,8,388,348
161,75,4,3,8,5,-56,-68,2,0,332,280
161,76,2,5,3,10,21,55,3,5,353,335
161,77,4,2,7,6,43,24,6,9,396,359
161,78,3,3,6,7,33,-66,9,3,429,293
161,79,3,3,5,8,-68,35,1,8,361,328
161,80,4,3,9,4,45,31,6,9,406,359
161,81,3,4,7,6,-66,-58,0,1,340,301
161,82,4,3,6,7,42,34,2,5,382,335
161,83,2,4,3,10,21,-54,3,1,403,281
161,84,3,3,7,6,34,33,7,4,437,314
161,85,5,2,9,4,-46,22,1,6,391,336
161,86,6,2,9,4,63,22,4,8,454,358
161,87,6,2,9,4,63,-78,7,0,517,280
162,1,4,2,8,5,44,23,4,3,44,23
162,2,3,3,7,6,34,33,8,6,78,56
162,3,3,4,4,9,31,-55,9,1,109,1
162,4,3,3,4,9,-69,36,0,7,40,37
162,5,3,3,5,8,32,-65,2,2,72,-28
162,6,6,2,9,4,63,22,5,4,135,-6
162,7,2,5,4,9,22,54,7,8,157,48
162,8,4,2,10,3,-54,21,3,9,103,69
162,9,4,3,7,6,43,-67,6,2,146,2
162,10,3,4,6,7,33,43,9,5,179,45
162,11,5,2,10,3,-45,21,4,6,134,66
162,12,3,4,8,5,35,41,9,7,169,107
162,13,3,3,6,7,-67,-66,2,1,102,41
162,14,4,3,4,9,40,36,2,7,142,77
162,15,2,4,5,8,23,-56,5,1,165,21
162,16,4,2,6,7,42,25,7,6,207,46
162,17,3,3,6,7,-67,-66,0,0,140,-20
162,18,5,2,9,4,54,22,4,2,194,2
162,19,3,5,6,7,33,52,7,4,227,54
162,20,2,4,6,7,-76,43,1,7,151,97
162,21,4,3,7,6,43,-67,4,0,194,30
162,22,3,4,3,10,30,46,4,6,224,76
162,23,4,3,7,6,43,33,7,9,267,109
162,24,2,5,4,9,22,-46,9,3,289,63
162,25,3,4,7,6,-66,42,3,5,223,105
162,26,2,4,7,6,25,42,8,7,248,147
162,27,3,3,8,5,-65,32,3,9,183,179
162,28,6,2,8,5,62,-77,5,2,245,102
162,29,3,4,7,6,34,42,9,4,279,144
162,30,5,2,7,6,-48,24,1,8,231,168
162,31,3,4,4,9,31,-55,2,3,262,113
162,32,5,2,8,5,53,23,5,6,315,136
162,33,3,4,4,9,31,-55,6,1,346,81
162,34,4,3,9,4,-55,31,1,2,291,112
162,35,2,4,4,9,22,45,3,7,313,157
162,36,2,6,3,10,21,-36,4,1,334,121
162,37,3,3,8,5,35,32,9,3,369,153
162,38,4,4,7,6,-57,42,2,5,312,195
162,39,3,3,9,4,36,31,8,6,348,226
162,40,3,4,8,5,-65,41,3,7,283,267
162,41,3,4,5,8,32,-56,5,1,315,211
162,42,3,3,4,9,31,36,6,7,346,247
162,43,2,5,5,8,23,-47,9,0,369,200
162,44,2,5,5,8,-77,53,2,3,292,253
162,45,3,3,8,5,35,32,7,5,327,285
162,46,5,2,9,4,-46,22,1,7,281,307
162,47,3,3,7,6,34,-67,5,0,315,240
162,48,3,3,6,7,33,34,8,4,348,274
162,49,2,4,6,7,-76,43,2,7,272,317
162,50,3,4,7,6,34,42,6,9,306,359
162,51,4,3,6,7,42,-66,8,3,348,293
162,52,3,3,9,4,-64,31,4,4,284,324
162,53,2,4,6,7,24,43,8,7,308,367
162,54,4,3,6,7,-58,-66,0,1,250,301
162,55,3,3,7,6,34,33,4,4,284,334
162,56,3,4,6,7,33,43,7,7,317,377
162,57,4,2,8,5,-56,-77,1,0,261,300
162,58,3,3,8,5,35,32,6,2,296,332
162,59,3,3,4,9,31,36,7,8,327,368
162,60,4,3,5,8,41,-65,8,3,368,303
162,61,2,6,2,11,20,65,8,8,388,368
162,62,2,5,3,10,21,-45,9,3,409,323
162,63,6,2,10,3,-36,21,3,4,373,344
162,64,5,2,9,4,54,22,7,6,427,366
162,65,4,2,7,6,-57,-76,0,0,370,290
162,66,4,3,8,5,44,32,4,2,414,322
